,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year
20,Portland Trail Blazers*,82,241.5,38.4,84.7,.453,8.5,23.0,.371,29.8,61.7,.484,19.0,26.0,.734,10.6,33.1,43.7,21.6,7.7,5.2,13.3,19.5,104.3,2016
21,Washington Wizards,82,240.9,38.7,83.8,.462,9.0,24.2,.371,29.7,59.5,.498,18.3,23.7,.769,9.4,34.9,44.3,22.5,8.1,4.3,16.2,20.1,104.6,2016
22,Denver Nuggets,82,241.8,38.8,84.2,.461,9.2,24.8,.371,29.6,59.4,.498,18.2,23.9,.761,9.7,32.9,42.7,23.5,8.0,6.3,13.7,20.9,105.0,2016
23,Minnesota Timberwolves,82,242.4,40.0,84.9,.471,9.0,25.5,.355,30.9,59.4,.520,17.0,22.5,.757,10.7,31.2,41.9,22.6,7.8,5.2,14.9,21.6,106.0,2016
24,Brooklyn Nets,82,240.9,40.8,85.2,.479,9.5,25.6,.369,31.3,59.6,.526,15.0,19.6,.763,10.2,33.2,43.4,24.5,8.8,5.2,14.2,18.4,106.0,2016
25,Houston Rockets*,82,241.8,39.0,85.1,.459,9.7,26.9,.361,29.3,58.2,.504,18.6,24.6,.756,11.8,32.8,44.6,24.6,9.0,4.9,16.6,22.5,106.4,2016
26,New Orleans Pelicans,82,241.2,39.2,83.9,.468,9.2,24.9,.369,30.0,59.0,.510,18.8,24.0,.783,8.9,35.5,44.4,23.2,7.3,5.2,13.7,19.9,106.5,2016
27,Los Angeles Lakers,82,240.6,40.5,85.6,.473,8.5,24.6,.347,32.0,61.1,.524,17.3,23.7,.731,10.9,35.5,46.5,24.7,7.5,5.6,12.6,19.2,106.9,2016
28,Phoenix Suns,82,240.3,39.1,83.8,.467,9.4,24.9,.377,29.7,58.9,.505,19.9,26.5,.749,9.9,33.8,43.7,22.4,9.5,5.5,14.9,21.6,107.5,2016
29,Philadelphia 76ers,82,241.5,39.7,85.4,.464,7.8,21.7,.359,31.9,63.8,.500,20.5,26.1,.786,11.1,36.4,47.6,23.4,8.7,5.7,15.1,19.2,107.6,2016
30,Sacramento Kings,82,241.5,40.6,87.7,.462,10.2,28.0,.366,30.3,59.8,.508,17.7,23.2,.762,11.3,33.7,45.0,24.2,8.8,5.3,16.0,22.0,109.1,2016
0,Utah Jazz*,82,240.9,36.3,82.0,.443,8.2,22.9,.358,28.1,59.1,.476,16.0,20.7,.769,9.0,31.1,40.2,17.8,7.3,3.8,12.1,20.2,96.8,2017
1,San Antonio Spurs*,82,241.5,37.0,83.4,.443,8.1,23.7,.344,28.8,59.7,.483,16.0,20.8,.771,9.8,31.7,41.5,21.4,7.5,4.1,14.4,19.8,98.1,2017
2,Memphis Grizzlies*,82,242.7,34.9,78.8,.443,9.9,28.0,.354,25.0,50.8,.492,20.2,26.9,.753,9.3,32.8,42.1,20.1,7.0,5.0,14.3,20.8,100.0,2017
3,Dallas Mavericks,82,241.2,37.0,79.0,.469,9.6,25.3,.380,27.4,53.7,.510,17.2,22.3,.772,8.9,35.6,44.5,21.3,6.5,3.4,14.9,19.4,100.8,2017
4,Miami Heat,82,241.2,37.9,84.2,.450,7.8,22.7,.343,30.1,61.5,.490,18.5,23.7,.782,10.2,33.4,43.6,19.6,6.8,4.9,13.7,18.7,102.1,2017
5,Chicago Bulls*,82,241.2,39.5,86.6,.456,8.9,25.9,.345,30.5,60.7,.503,14.6,19.0,.770,10.3,32.9,43.2,23.6,7.3,4.6,13.4,18.8,102.4,2017
6,Detroit Pistons,82,241.5,38.3,83.3,.460,9.4,25.6,.366,29.0,57.7,.502,16.4,21.0,.780,8.0,34.9,42.9,23.5,6.7,4.1,12.8,17.5,102.5,2017
7,Toronto Raptors*,82,241.2,37.2,82.9,.449,9.7,27.3,.354,27.5,55.6,.495,18.5,23.8,.780,10.1,31.9,42.1,21.8,6.7,4.8,14.6,20.3,102.6,2017
8,Milwaukee Bucks*,82,241.2,38.0,83.0,.458,10.0,28.2,.353,28.0,54.8,.512,17.9,23.2,.771,10.3,32.1,42.5,24.1,7.4,4.6,14.7,19.3,103.8,2017
9,Atlanta Hawks*,82,242.4,38.8,87.3,.444,10.9,30.5,.357,27.9,56.7,.491,15.6,20.2,.772,10.7,33.2,43.9,23.4,9.0,5.2,15.4,21.6,104.0,2017
10,Golden State Warriors*,82,241.2,38.8,89.2,.435,9.0,27.8,.324,29.8,61.4,.485,17.7,23.2,.761,11.7,31.8,43.5,22.7,8.6,3.8,15.5,19.4,104.3,2017
11,Los Angeles Clippers*,82,240.9,38.6,85.4,.452,9.2,26.3,.350,29.4,59.1,.497,18.0,23.4,.772,10.2,32.9,43.1,23.1,7.0,3.1,13.2,22.4,104.4,2017
12,Charlotte Hornets,82,241.8,39.5,86.5,.456,11.6,31.4,.369,27.9,55.1,.506,14.2,18.2,.776,8.9,35.5,44.4,24.5,6.6,5.5,13.1,19.9,104.7,2017
13,Indiana Pacers*,82,242.1,38.0,84.3,.451,10.4,29.1,.355,27.6,55.1,.501,19.0,24.1,.789,10.7,33.5,44.3,22.3,8.1,5.0,14.9,19.5,105.3,2017
14,Boston Celtics*,82,240.9,38.6,85.8,.450,9.0,27.0,.332,29.7,58.8,.505,19.1,24.9,.769,10.8,33.8,44.5,22.6,7.6,5.2,13.9,20.3,105.4,2017
15,,,,,,,,,,,,,,,,,,,,,,,,,2017
16,Oklahoma City Thunder*,82,241.5,39.2,85.3,.459,8.8,24.8,.356,30.4,60.5,.502,18.6,24.3,.764,9.1,31.5,40.6,21.4,8.5,5.5,13.8,20.7,105.8,2017
17,New Orleans Pelicans,82,242.7,40.1,89.0,.450,10.5,29.8,.353,29.5,59.2,.499,15.8,20.7,.762,10.6,37.7,48.3,23.4,7.4,4.2,14.0,19.3,106.4,2017
18,Minnesota Timberwolves,82,241.5,39.6,83.3,.475,9.9,27.0,.366,29.7,56.3,.528,17.6,22.9,.768,9.8,30.6,40.4,23.1,7.7,5.0,14.3,20.5,106.7,2017
19,Sacramento Kings,82,242.4,38.5,83.2,.462,10.9,30.0,.364,27.5,53.2,.517,18.9,24.2,.778,10.1,32.8,42.9,23.7,8.5,5.1,14.0,20.1,106.7,2017
20,Cleveland Cavaliers*,82,242.4,40.6,88.8,.458,10.4,28.7,.361,30.3,60.1,.504,15.5,20.0,.773,11.0,33.2,44.2,24.7,7.3,4.3,12.6,20.6,107.2,2017
21,Washington Wizards*,82,242.1,39.7,85.1,.466,9.9,27.1,.364,29.8,58.0,.514,18.2,24.2,.751,10.6,32.5,43.0,22.8,7.4,4.6,15.3,19.8,107.4,2017
22,Orlando Magic,82,241.5,40.3,86.4,.467,9.7,26.4,.367,30.6,60.0,.510,17.4,22.7,.766,9.7,35.8,45.5,23.6,7.6,5.1,13.0,18.7,107.6,2017
23,New York Knicks,82,242.1,39.7,87.4,.455,9.8,28.2,.348,29.9,59.1,.506,18.7,24.2,.771,11.6,33.1,44.7,21.8,7.5,4.6,12.9,18.5,108.0,2017
24,Philadelphia 76ers,82,241.8,39.6,85.9,.461,8.9,24.9,.357,30.7,61.0,.503,20.1,26.0,.773,10.8,34.2,45.0,22.7,8.6,5.4,15.1,19.6,108.1,2017
25,Portland Trail Blazers*,82,243.0,39.2,86.2,.455,9.3,25.1,.370,29.9,61.1,.489,20.8,26.5,.785,10.1,33.9,44.0,20.6,7.7,5.3,12.8,19.8,108.5,2017
26,Houston Rockets*,82,241.2,41.2,88.9,.463,10.0,29.1,.343,31.2,59.7,.522,17.3,22.2,.778,10.7,33.4,44.1,24.1,8.5,5.0,15.1,20.4,109.6,2017
27,Denver Nuggets,82,240.9,42.1,88.4,.477,9.9,26.3,.375,32.3,62.1,.519,17.1,21.9,.782,9.4,31.4,40.8,24.0,8.3,4.9,12.0,20.2,111.2,2017
28,Los Angeles Lakers,82,240.3,41.5,86.0,.483,10.1,27.4,.370,31.4,58.6,.536,18.3,24.0,.762,10.3,34.2,44.4,25.7,8.5,5.4,14.5,18.5,111.5,2017
29,Brooklyn Nets,82,240.9,41.6,90.8,.458,10.0,27.2,.366,31.7,63.6,.498,19.3,25.0,.772,11.0,36.2,47.2,23.0,9.5,5.6,13.3,20.4,112.5,2017
30,Phoenix Suns,82,241.8,40.2,86.2,.467,10.1,26.3,.382,30.2,59.9,.504,22.8,29.1,.783,10.2,33.8,44.0,22.2,8.1,5.3,14.9,22.2,113.3,2017
0,Utah Jazz*,82,240.9,37.3,83.0,.449,9.5,26.0,.365,27.8,57.0,.488,15.8,20.5,.771,8.7,33.0,41.6,20.0,8.3,4.6,14.9,20.5,99.8,2018
1,San Antonio Spurs*,82,240.6,38.2,84.3,.453,9.1,26.3,.348,29.0,58.0,.501,14.3,18.9,.759,9.2,33.3,42.5,21.8,7.6,3.9,14.1,19.7,99.8,2018
2,Boston Celtics*,82,241.5,37.4,85.0,.440,9.4,27.7,.339,28.0,57.4,.488,16.3,21.3,.763,9.6,34.2,43.8,21.3,7.2,4.4,14.1,19.2,100.4,2018
3,Miami Heat*,82,243.0,37.7,83.8,.450,9.6,26.6,.360,28.1,57.2,.491,18.0,23.0,.783,9.1,34.0,43.1,21.0,7.5,4.6,14.1,19.4,102.9,2018
4,Portland Trail Blazers*,82,240.9,38.4,85.9,.447,9.7,26.6,.364,28.7,59.3,.484,16.6,22.0,.755,9.3,33.6,42.9,20.2,7.3,5.1,12.6,19.1,103.0,2018
5,Toronto Raptors*,82,241.8,38.4,85.6,.449,8.9,25.0,.357,29.5,60.6,.486,18.2,23.7,.767,9.8,32.6,42.4,21.8,7.2,4.9,14.3,19.9,103.9,2018
6,Houston Rockets*,82,240.9,39.6,85.6,.462,10.1,28.8,.351,29.5,56.7,.519,14.6,19.6,.746,8.7,33.4,42.0,22.4,7.4,4.4,14.6,20.4,103.9,2018
7,Detroit Pistons,82,241.5,39.1,85.2,.459,11.1,30.8,.359,28.0,54.4,.515,14.6,18.9,.776,9.2,34.5,43.8,25.2,7.3,4.9,14.8,18.4,103.9,2018
8,Indiana Pacers*,82,240.9,39.4,84.8,.465,10.6,30.4,.349,28.8,54.4,.530,14.8,19.5,.757,10.2,32.8,43.0,23.2,7.0,5.2,15.5,18.5,104.2,2018
9,Oklahoma City Thunder*,82,241.8,38.5,84.0,.458,11.2,30.6,.367,27.3,53.4,.511,16.2,21.1,.769,9.5,32.6,42.2,23.3,7.7,4.6,16.0,21.3,104.4,2018
10,Philadelphia 76ers*,82,241.2,38.0,87.6,.434,10.1,29.6,.342,27.9,58.0,.482,19.1,25.6,.745,10.0,32.2,42.2,21.7,8.5,5.1,14.3,20.4,105.3,2018
11,Dallas Mavericks,82,241.5,39.3,83.8,.469,10.7,29.4,.363,28.6,54.4,.526,16.2,21.4,.757,8.8,36.9,45.8,23.5,7.2,4.5,13.7,19.6,105.4,2018
12,Memphis Grizzlies,82,240.3,37.1,80.3,.462,10.7,29.0,.368,26.5,51.3,.516,20.6,26.8,.769,9.5,33.0,42.5,22.1,8.1,5.1,14.8,20.4,105.5,2018
13,Sacramento Kings,82,240.9,38.7,82.4,.470,11.9,31.5,.377,26.8,50.9,.527,16.4,21.5,.765,9.1,34.7,43.8,23.6,7.8,4.7,14.3,17.3,105.8,2018
14,Washington Wizards*,82,242.1,39.0,84.4,.462,10.2,29.2,.349,28.8,55.2,.522,17.9,23.5,.761,9.8,32.7,42.5,22.3,7.8,4.7,14.9,20.0,106.0,2018
15,,,,,,,,,,,,,,,,,,,,,,,,,2018
16,Milwaukee Bucks*,82,241.8,39.1,83.7,.468,10.1,27.1,.372,29.0,56.6,.513,18.4,23.5,.783,10.0,32.8,42.7,23.6,7.1,4.5,15.6,19.9,106.8,2018
17,Minnesota Timberwolves*,82,241.5,40.2,84.7,.475,10.9,29.6,.366,29.4,55.0,.534,16.0,20.5,.779,9.8,32.0,41.8,23.9,6.5,4.7,15.1,20.9,107.3,2018
18,Golden State Warriors*,82,240.6,40.2,90.0,.447,10.4,29.2,.357,29.8,60.8,.490,16.7,22.0,.758,10.9,31.6,42.5,23.6,8.7,3.7,14.3,18.5,107.5,2018
19,Charlotte Hornets,82,241.2,41.1,87.8,.468,11.3,30.1,.375,29.8,57.7,.516,14.5,18.2,.795,8.4,35.3,43.7,24.7,6.6,4.9,13.6,22.4,108.0,2018
20,New York Knicks,82,241.8,39.4,86.3,.457,11.2,30.4,.368,28.2,55.9,.505,18.0,23.2,.774,10.2,33.0,43.2,24.0,8.2,4.7,13.4,18.4,108.0,2018
21,Orlando Magic,82,240.6,40.9,87.5,.468,10.0,27.6,.362,30.9,60.0,.516,16.4,21.2,.773,10.6,35.3,45.9,24.4,7.8,4.9,14.2,19.0,108.2,2018
22,Denver Nuggets,82,242.4,41.3,86.7,.476,10.9,28.8,.378,30.4,57.9,.525,15.0,20.4,.738,9.8,31.9,41.6,24.7,8.0,4.8,13.8,20.7,108.5,2018
23,Atlanta Hawks,82,240.3,40.7,86.7,.469,11.6,30.7,.377,29.1,56.0,.520,15.9,20.6,.772,10.3,34.0,44.2,26.1,8.7,5.5,15.1,20.3,108.8,2018
24,Los Angeles Clippers,82,240.3,40.2,87.7,.458,10.7,30.2,.356,29.5,57.5,.512,17.8,22.7,.782,10.6,33.0,43.6,24.6,8.5,5.6,14.1,22.0,109.0,2018
25,Los Angeles Lakers,82,242.7,41.0,89.9,.456,10.4,30.1,.346,30.6,59.8,.512,17.1,22.5,.761,10.2,34.6,44.8,23.6,8.3,5.5,14.3,20.5,109.6,2018
26,Cleveland Cavaliers*,82,240.6,41.8,88.3,.474,11.7,31.7,.368,30.2,56.6,.533,14.6,19.4,.756,9.9,33.7,43.6,25.9,7.5,4.1,13.5,20.7,109.9,2018
27,Chicago Bulls,82,242.1,41.0,86.8,.472,12.1,32.7,.370,28.9,54.1,.534,15.9,20.2,.787,8.4,37.2,45.7,25.9,7.2,5.2,13.6,17.4,110.0,2018
28,Brooklyn Nets,82,242.1,41.7,89.4,.466,9.0,24.5,.369,32.6,64.9,.503,17.9,23.4,.766,10.4,36.4,46.8,21.7,7.7,5.5,12.4,19.7,110.3,2018
29,New Orleans Pelicans*,82,243.4,41.7,91.9,.454,10.9,30.6,.355,30.9,61.3,.503,16.1,20.5,.784,10.8,34.7,45.5,23.7,8.2,4.2,14.5,20.4,110.4,2018
30,Phoenix Suns,82,240.3,41.8,88.7,.471,10.9,29.2,.373,30.9,59.5,.519,18.8,24.6,.766,10.4,35.4,45.9,23.3,8.7,6.0,13.4,20.9,113.3,2018
0,Indiana Pacers*,82,240.3,38.7,86.1,.450,11.4,32.1,.354,27.4,54.0,.507,15.8,21.0,.756,10.5,33.1,43.7,24.5,7.4,5.2,15.7,20.0,104.7,2019
1,Miami Heat,82,240.6,38.3,86.8,.441,11.9,33.1,.358,26.4,53.6,.493,17.5,22.7,.769,10.1,34.0,44.2,23.3,7.5,4.7,14.1,20.1,105.9,2019
2,Memphis Grizzlies,82,242.4,37.6,83.4,.451,11.6,32.2,.360,26.0,51.2,.508,19.3,24.7,.784,9.5,35.2,44.7,23.4,7.6,4.9,15.2,21.4,106.1,2019
3,Utah Jazz*,82,240.9,40.0,88.5,.452,9.8,27.7,.355,30.1,60.7,.496,16.7,22.2,.753,8.9,33.7,42.6,21.6,8.5,4.6,13.9,22.4,106.5,2019
4,Orlando Magic*,82,241.2,39.9,87.6,.456,10.5,30.2,.347,29.5,57.4,.513,16.3,20.9,.778,9.0,35.6,44.6,23.1,7.0,4.4,13.0,18.7,106.6,2019
5,Denver Nuggets*,82,240.6,39.6,86.4,.458,10.8,31.9,.339,28.8,54.5,.528,16.7,22.2,.753,9.7,32.7,42.5,24.6,7.4,5.0,13.5,20.4,106.7,2019
6,Detroit Pistons*,82,242.1,39.9,85.0,.469,9.6,27.8,.345,30.3,57.2,.530,17.9,23.7,.755,9.1,34.6,43.7,23.7,6.9,5.1,14.1,21.3,107.3,2019
7,Boston Celtics*,82,241.2,39.5,88.1,.448,11.5,33.5,.344,28.0,54.6,.513,17.4,22.8,.764,10.4,35.5,45.9,23.7,6.8,3.9,15.1,19.5,108.0,2019
8,Toronto Raptors*,82,242.4,40.3,89.7,.449,10.8,31.2,.345,29.5,58.5,.505,17.1,22.3,.765,10.6,34.2,44.8,24.5,7.6,4.5,14.9,20.5,108.4,2019
9,Houston Rockets*,82,241.8,40.4,86.7,.466,10.1,29.8,.340,30.3,56.9,.532,18.2,23.7,.768,11.0,34.5,45.4,23.5,7.4,4.5,15.0,20.0,109.1,2019
10,Milwaukee Bucks*,82,241.2,40.5,93.5,.433,13.1,36.3,.361,27.4,57.2,.479,15.1,20.7,.733,9.9,35.4,45.3,24.8,6.8,4.8,13.4,20.2,109.3,2019
11,San Antonio Spurs*,82,241.5,41.5,89.7,.463,11.7,32.7,.359,29.8,57.0,.522,15.2,20.2,.755,9.2,34.7,43.9,24.7,7.2,4.0,12.2,19.6,110.0,2019
12,Dallas Mavericks,82,241.2,40.9,89.2,.459,11.2,32.5,.344,29.7,56.7,.525,17.1,22.0,.777,10.2,34.6,44.8,24.5,7.8,4.5,13.0,23.2,110.1,2019
13,Portland Trail Blazers*,82,242.1,41.1,90.0,.457,10.7,29.8,.359,30.4,60.3,.505,17.5,22.8,.770,10.3,32.6,42.8,23.2,7.4,5.1,12.4,20.7,110.5,2019
14,Oklahoma City Thunder*,82,242.1,40.8,88.7,.460,11.2,31.6,.356,29.5,57.1,.517,18.3,24.0,.761,9.9,35.8,45.7,24.9,8.2,5.1,16.7,22.5,111.1,2019
15,,,,,,,,,,,,,,,,,,,,,,,,,2019
16,Golden State Warriors*,82,241.5,40.4,91.1,.444,11.6,33.6,.347,28.8,57.5,.500,18.7,24.2,.773,10.8,33.5,44.3,24.3,7.7,3.6,13.5,19.5,111.2,2019
17,Charlotte Hornets,82,241.8,41.9,89.2,.470,12.1,33.5,.361,29.8,55.6,.536,15.9,20.2,.787,10.1,35.7,45.8,26.0,6.9,6.0,13.5,20.6,111.8,2019
18,Brooklyn Nets*,82,243.7,42.2,92.5,.456,10.3,30.3,.341,31.9,62.1,.513,17.6,22.8,.770,11.0,35.2,46.2,23.7,7.8,5.3,13.5,22.0,112.3,2019
19,Philadelphia 76ers*,82,241.5,41.7,91.5,.455,10.3,30.0,.342,31.4,61.5,.511,18.8,24.5,.768,10.0,33.5,43.5,23.4,7.7,4.1,12.7,22.1,112.5,2019
20,Chicago Bulls,82,242.7,42.2,89.2,.473,12.1,33.0,.365,30.2,56.2,.537,16.8,22.0,.763,10.0,36.4,46.4,25.5,7.3,5.8,13.3,18.7,113.4,2019
21,Los Angeles Lakers,82,241.2,41.9,92.8,.452,11.8,34.0,.349,30.1,58.9,.511,17.8,22.7,.784,11.3,35.6,46.9,25.0,8.3,5.1,14.2,20.8,113.5,2019
22,New York Knicks,82,241.2,41.9,89.7,.467,11.8,32.6,.363,30.1,57.1,.527,18.2,23.8,.766,10.7,36.8,47.5,25.6,7.4,5.6,13.2,20.8,113.8,2019
23,Minnesota Timberwolves,82,241.8,42.1,90.1,.467,12.7,33.6,.378,29.4,56.5,.520,17.1,22.3,.767,11.2,34.4,45.6,26.2,6.6,5.5,14.7,21.9,114.0,2019
24,Cleveland Cavaliers,82,240.9,43.2,87.2,.495,12.0,31.6,.380,31.2,55.6,.561,15.8,20.5,.770,9.5,34.6,44.1,25.7,6.9,5.6,12.5,19.4,114.1,2019
25,Los Angeles Clippers*,82,241.8,41.7,91.3,.457,10.4,30.2,.343,31.4,61.1,.513,20.5,26.3,.777,11.3,34.5,45.7,24.1,8.3,6.1,13.2,24.0,114.3,2019
26,Sacramento Kings,82,240.6,42.3,90.6,.466,12.0,34.6,.348,30.2,56.0,.540,18.8,24.4,.770,11.2,36.8,48.0,24.7,7.5,5.1,15.9,21.4,115.3,2019
27,New Orleans Pelicans,82,240.9,43.3,92.8,.466,12.3,33.7,.364,31.0,59.1,.525,17.9,23.5,.764,11.0,34.8,45.8,26.5,8.6,5.4,13.6,21.0,116.8,2019
28,Phoenix Suns,82,242.4,42.5,88.2,.482,11.1,29.9,.372,31.3,58.2,.538,20.8,27.6,.753,11.8,35.3,47.2,25.9,9.0,5.0,15.7,20.7,116.8,2019
29,Washington Wizards,82,243.0,43.4,90.5,.480,12.1,32.8,.370,31.3,57.7,.542,18.0,23.1,.778,11.4,35.8,47.3,26.2,7.7,4.6,15.8,21.2,116.9,2019
30,Atlanta Hawks,82,242.1,42.8,90.5,.473,12.4,34.4,.359,30.4,56.1,.543,21.5,28.3,.758,10.6,35.4,46.0,26.9,9.9,5.5,15.0,22.2,119.4,2019
0,Charlotte Hornets,65,242.3,41.7,87.5,.476,12.4,35.1,.352,29.3,52.5,.558,14.0,18.4,.758,10.9,35.0,46.0,26.6,8.0,5.0,14.4,20.6,109.6,2020
1,Chicago Bulls,65,241.2,39.5,82.5,.479,11.2,31.6,.353,28.3,50.9,.557,19.7,26.0,.759,10.2,35.4,45.5,25.4,8.2,5.9,18.3,19.2,109.9,2020
2,Detroit Pistons,66,241.9,41.9,87.3,.480,10.7,29.6,.361,31.3,57.8,.541,16.2,20.9,.777,10.1,33.4,43.5,24.6,8.2,5.6,14.0,19.8,110.8,2020
3,New York Knicks,66,241.9,39.9,86.0,.463,13.3,34.9,.381,26.6,51.1,.520,19.2,25.7,.749,9.6,34.6,44.2,24.3,7.2,5.0,13.7,19.8,112.3,2020
4,Cleveland Cavaliers,65,241.9,43.9,89.4,.491,12.4,33.0,.375,31.5,56.4,.558,14.7,19.2,.767,9.7,33.1,42.9,26.1,9.4,6.3,13.0,19.6,114.8,2020
5,Golden State Warriors,65,241.9,42.2,88.6,.476,13.5,34.8,.389,28.7,53.8,.533,17.1,21.9,.783,10.2,36.3,46.5,26.1,8.2,4.9,15.6,20.1,115.0,2020
6,Minnesota Timberwolves,64,243.1,43.1,90.4,.477,11.6,31.9,.363,31.6,58.5,.539,19.7,25.2,.783,10.1,37.2,47.3,24.4,7.8,5.5,15.5,21.6,117.5,2020
7,Los Angeles Lakers*,71,240.7,39.1,87.1,.448,11.6,33.4,.349,27.4,53.7,.510,17.9,22.9,.781,9.4,32.9,42.3,23.4,8.2,3.7,15.9,21.7,107.6,2020
8,Toronto Raptors*,72,241.4,37.8,88.3,.428,13.1,38.9,.337,24.7,49.5,.499,17.8,23.2,.769,10.9,35.1,46.1,25.6,7.2,5.5,16.8,20.4,106.5,2020
9,Boston Celtics*,72,242.1,38.4,87.1,.441,11.8,34.8,.340,26.6,52.3,.508,18.8,24.5,.767,10.3,34.0,44.3,22.4,7.1,5.5,15.2,20.7,107.3,2020
10,Oklahoma City Thunder*,72,242.1,40.8,89.6,.455,11.3,33.3,.340,29.5,56.4,.523,15.5,19.6,.795,10.5,34.3,44.8,23.0,7.0,4.0,14.2,22.8,108.4,2020
11,Utah Jazz*,72,241.0,40.7,89.1,.457,11.0,31.0,.353,29.7,58.1,.512,16.5,21.5,.767,9.6,33.1,42.7,21.5,7.9,4.6,12.3,20.8,108.8,2020
12,Indiana Pacers*,73,241.4,39.5,88.5,.446,11.5,33.6,.341,28.0,54.8,.511,17.0,21.6,.788,10.4,34.9,45.2,23.1,6.9,4.6,14.7,18.8,107.5,2020
13,Orlando Magic*,73,240.7,40.4,86.9,.465,12.2,33.6,.364,28.2,53.3,.529,15.3,19.8,.771,9.0,35.8,44.9,24.7,7.0,4.6,14.6,19.5,108.3,2020
14,Philadelphia 76ers*,73,241.0,39.8,86.0,.463,10.4,29.4,.353,29.4,56.5,.520,18.4,24.5,.751,8.6,33.2,41.8,22.8,7.0,4.0,13.8,20.5,108.4,2020
15,,,,,,,,,,,,,,,,,,,,,,,,,2020
16,Los Angeles Clippers*,72,241.4,39.5,90.2,.438,12.3,35.6,.345,27.2,54.6,.499,18.5,24.5,.756,10.7,34.6,45.3,23.7,7.5,4.7,14.1,22.9,109.9,2020
17,Milwaukee Bucks*,73,241.0,38.9,94.0,.414,14.0,39.3,.355,25.0,54.7,.457,16.7,21.2,.787,9.5,36.3,45.8,24.2,7.4,4.5,14.1,21.7,108.6,2020
18,Miami Heat*,73,243.1,38.8,86.7,.448,13.1,37.7,.347,25.7,48.9,.525,18.4,23.6,.783,9.2,33.3,42.5,24.6,7.5,4.1,14.0,21.7,109.1,2020
19,Denver Nuggets*,73,243.1,40.0,86.5,.463,12.1,33.9,.358,27.9,52.6,.530,17.1,22.5,.759,10.1,32.6,42.6,25.4,7.2,4.4,14.3,20.5,109.2,2020
20,Atlanta Hawks,67,243.0,43.3,90.7,.478,11.9,32.7,.363,31.4,58.0,.542,21.2,27.4,.772,11.2,35.9,47.0,25.0,9.0,6.4,15.0,21.0,119.7,2020
21,Sacramento Kings,72,242.4,40.3,85.5,.471,12.4,34.8,.357,27.8,50.7,.549,19.2,24.3,.790,9.1,34.5,43.5,24.9,7.7,4.2,15.2,19.5,112.1,2020
22,Brooklyn Nets*,72,242.8,41.4,92.9,.446,12.2,34.8,.350,29.2,58.1,.503,17.4,22.6,.769,10.6,35.3,45.9,22.6,7.7,5.3,12.8,21.1,112.3,2020
23,San Antonio Spurs,71,242.5,42.3,90.2,.469,13.1,35.1,.373,29.2,55.1,.530,17.4,22.5,.777,9.4,35.9,45.3,25.7,6.8,4.3,13.2,20.1,115.2,2020
24,Houston Rockets*,72,241.4,42.3,91.5,.462,12.2,35.0,.349,30.1,56.5,.532,18.0,23.7,.761,11.2,36.7,47.9,25.3,8.0,4.9,16.2,21.0,114.8,2020
25,Phoenix Suns,73,241.0,41.2,87.4,.472,11.6,32.0,.363,29.6,55.4,.535,19.3,24.5,.788,9.1,34.2,43.3,23.6,7.9,5.5,15.6,22.6,113.4,2020
26,Memphis Grizzlies,73,240.7,40.6,90.3,.450,12.9,35.3,.365,27.7,55.0,.504,19.6,25.0,.782,10.4,34.5,44.9,24.8,8.0,5.3,14.8,20.2,113.7,2020
27,Dallas Mavericks*,75,242.3,41.9,91.6,.458,12.3,34.9,.351,29.7,56.7,.523,16.0,21.0,.760,10.4,35.0,45.4,23.9,7.0,4.1,11.9,21.3,112.1,2020
28,New Orleans Pelicans,72,242.1,42.7,91.8,.465,12.2,33.9,.361,30.5,58.0,.526,19.4,24.7,.789,10.1,34.7,44.8,24.5,8.5,4.8,14.5,21.1,117.1,2020
29,Washington Wizards,72,241.0,43.1,88.4,.488,12.4,33.1,.376,30.7,55.2,.555,20.4,26.3,.778,10.5,35.7,46.2,25.2,7.5,5.0,16.2,22.2,119.1,2020
30,Portland Trail Blazers*,74,241.0,41.8,91.6,.456,13.6,35.4,.383,28.2,56.2,.501,19.1,24.7,.771,11.5,35.4,46.9,24.9,6.8,4.9,12.9,20.1,116.1,2020
